trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
537,False,"{'a': 0.01, 'e': 0.5850839135917069}",25,16,14.150504867955437,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
538,False,"{'a': 0.01, 'e': 0.5844991221225824}",35,13,-0.07088960824046864,"{0: 20, 1: 0, 2: 1, 3: 1, 4: 0}",1
539,False,"{'a': 0.01, 'e': 0.5839149151526287}",30,15,-88.34944990786985,"{0: 10, 1: 2, 2: 1, 3: 0, 4: 2}",1
540,False,"{'a': 0.01, 'e': 0.5833312920976388}",25,0,-79.80665014544644,"{0: 16, 1: 3, 2: 5, 3: 0, 4: 1}",0
541,False,"{'a': 0.01, 'e': 0.5827482523739896}",25,0,-54.79883589084375,"{0: 18, 1: 1, 2: 4, 3: 2, 4: 0}",0
542,False,"{'a': 0.01, 'e': 0.5821657953986414}",20,7,-57.86137034721786,"{0: 8, 1: 2, 2: 2, 3: 0, 4: 1}",1
543,False,"{'a': 0.01, 'e': 0.5815839205891371}",30,13,-43.69573933015685,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 1}",1
544,False,"{'a': 0.01, 'e': 0.5810026273636019}",20,0,-42.06629861667477,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
545,False,"{'a': 0.01, 'e': 0.5804219151407424}",30,10,-104.01168769876249,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 3}",1
546,False,"{'a': 0.01, 'e': 0.5798417833398464}",20,9,7.370711847234576,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
547,False,"{'a': 0.01, 'e': 0.579262231380782}",20,5,-101.44869034629816,"{0: 9, 1: 1, 2: 3, 3: 0, 4: 2}",1
548,False,"{'a': 0.01, 'e': 0.5786832586839974}",30,11,-57.95171825113257,"{0: 13, 1: 0, 2: 4, 3: 2, 4: 0}",1
549,False,"{'a': 0.01, 'e': 0.5781048646705196}",20,1,-21.736256494888515,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 0}",1
550,False,"{'a': 0.01, 'e': 0.5775270487619547}",25,0,3.4641292171812896,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
551,False,"{'a': 0.01, 'e': 0.5769498103804866}",20,0,-71.30671587984148,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
552,False,"{'a': 0.01, 'e': 0.5763731489488771}",30,12,-12.933385046792159,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
553,False,"{'a': 0.01, 'e': 0.5757970638904645}",30,0,-86.08224949881208,"{0: 21, 1: 3, 2: 4, 3: 1, 4: 1}",0
554,False,"{'a': 0.01, 'e': 0.5752215546291638}",25,19,4.070646715119763,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
555,False,"{'a': 0.01, 'e': 0.5746466205894657}",30,10,-0.7005553567993996,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",1
556,False,"{'a': 0.01, 'e': 0.574072261196436}",25,0,-36.3446532357979,"{0: 18, 1: 2, 2: 5, 3: 0, 4: 0}",0
557,False,"{'a': 0.01, 'e': 0.5734984758757153}",30,17,-55.00859082147077,"{0: 8, 1: 1, 2: 2, 3: 2, 4: 0}",1
558,False,"{'a': 0.01, 'e': 0.5729252640535184}",25,6,-62.02160114333514,"{0: 13, 1: 1, 2: 2, 3: 3, 4: 0}",1
559,False,"{'a': 0.01, 'e': 0.5723526251566332}",20,0,-15.01745845057848,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
560,False,"{'a': 0.01, 'e': 0.5717805586124209}",30,0,-120.44610307884604,"{0: 21, 1: 1, 2: 5, 3: 1, 4: 2}",0
561,False,"{'a': 0.01, 'e': 0.5712090638488149}",20,8,-30.646199554933787,"{0: 8, 1: 1, 2: 2, 3: 1, 4: 0}",1
562,False,"{'a': 0.01, 'e': 0.5706381402943203}",20,4,-19.537865175918405,"{0: 13, 1: 0, 2: 2, 3: 1, 4: 0}",1
563,False,"{'a': 0.01, 'e': 0.5700677873780134}",20,0,-2.4912033226400294,"{0: 16, 1: 4, 2: 0, 3: 0, 4: 0}",0
564,False,"{'a': 0.01, 'e': 0.5694980045295416}",20,0,-67.07782741211204,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
565,False,"{'a': 0.01, 'e': 0.5689287911791218}",30,0,-29.519300750112713,"{0: 24, 1: 2, 2: 3, 3: 1, 4: 0}",0
566,False,"{'a': 0.01, 'e': 0.5683601467575404}",20,16,7.5786748501823045,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
567,False,"{'a': 0.01, 'e': 0.5677920706961532}",30,0,30.372295776452383,"{0: 27, 1: 3, 2: 0, 3: 0, 4: 0}",0
568,False,"{'a': 0.01, 'e': 0.5672245624268841}",25,0,-39.083928735105644,"{0: 18, 1: 1, 2: 6, 3: 0, 4: 0}",0
569,False,"{'a': 0.01, 'e': 0.5666576213822246}",20,0,-109.59338881733352,"{0: 12, 1: 3, 2: 1, 3: 3, 4: 1}",0
570,False,"{'a': 0.01, 'e': 0.5660912469952337}",20,9,-0.7010643001985197,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
571,False,"{'a': 0.01, 'e': 0.5655254386995371}",20,2,-34.499296046069965,"{0: 14, 1: 0, 2: 2, 3: 2, 4: 0}",1
572,False,"{'a': 0.01, 'e': 0.5649601959293262}",20,10,20.287822596667855,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
573,False,"{'a': 0.01, 'e': 0.5643955181193583}",20,9,-63.25316065494234,"{0: 7, 1: 1, 2: 1, 3: 1, 4: 1}",1
574,False,"{'a': 0.01, 'e': 0.5638314047049556}",25,1,-0.6193705527709181,"{0: 22, 1: 0, 2: 1, 3: 1, 4: 0}",1
575,False,"{'a': 0.01, 'e': 0.5632678551220046}",30,13,-27.13084089535836,"{0: 12, 1: 1, 2: 4, 3: 0, 4: 0}",1
576,False,"{'a': 0.01, 'e': 0.5627048688069557}",20,10,11.460992386099049,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
577,False,"{'a': 0.01, 'e': 0.5621424451968224}",25,19,8.848144306751067,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
578,False,"{'a': 0.01, 'e': 0.5615805837291813}",25,14,-7.978374937534253,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
579,False,"{'a': 0.01, 'e': 0.5610192838421706}",25,18,13.66957338568824,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
580,False,"{'a': 0.01, 'e': 0.5604585449744904}",20,15,7.300924247904657,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
581,False,"{'a': 0.01, 'e': 0.559898366565402}",30,9,-80.9458601350473,"{0: 15, 1: 0, 2: 4, 3: 1, 4: 1}",1
582,False,"{'a': 0.01, 'e': 0.5593387480547268}",20,0,-81.54686126179516,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
583,False,"{'a': 0.01, 'e': 0.5587796888828463}",30,0,-96.7489581913552,"{0: 23, 1: 1, 2: 4, 3: 0, 4: 2}",0
584,False,"{'a': 0.01, 'e': 0.5582211884907012}",25,0,-64.69474178512428,"{0: 17, 1: 5, 2: 2, 3: 0, 4: 1}",0
585,False,"{'a': 0.01, 'e': 0.5576632463197913}",20,9,-16.46812088474086,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 0}",1
586,False,"{'a': 0.01, 'e': 0.5571058618121739}",30,0,-153.62295156151572,"{0: 20, 1: 2, 2: 3, 3: 3, 4: 2}",0
587,False,"{'a': 0.01, 'e': 0.5565490344104649}",25,0,-95.01824276947889,"{0: 18, 1: 1, 2: 4, 3: 0, 4: 2}",0
588,False,"{'a': 0.01, 'e': 0.5559927635578367}",20,16,9.442490668631601,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
589,False,"{'a': 0.01, 'e': 0.5554370486980182}",30,18,-6.210877799508319,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
590,False,"{'a': 0.01, 'e': 0.5548818892752949}",30,0,-69.14284717051326,"{0: 21, 1: 0, 2: 8, 3: 1, 4: 0}",0
591,False,"{'a': 0.01, 'e': 0.5543272847345071}",30,16,3.471074665270309,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
592,False,"{'a': 0.01, 'e': 0.5537732345210501}",25,0,-64.10350892268963,"{0: 19, 1: 0, 2: 5, 3: 0, 4: 1}",0
593,False,"{'a': 0.01, 'e': 0.5532197380808739}",25,0,-22.95172665901801,"{0: 18, 1: 3, 2: 4, 3: 0, 4: 0}",0
594,False,"{'a': 0.01, 'e': 0.5526667948604818}",35,17,-46.124833145666784,"{0: 11, 1: 1, 2: 6, 3: 0, 4: 0}",1
595,False,"{'a': 0.01, 'e': 0.5521144043069306}",20,0,-30.368949262443387,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",0
596,False,"{'a': 0.01, 'e': 0.5515625658678298}",20,3,1.5072328835153115,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
597,False,"{'a': 0.01, 'e': 0.5510112789913407}",30,14,-27.729050485887257,"{0: 13, 1: 2, 2: 0, 3: 0, 4: 1}",1
598,False,"{'a': 0.01, 'e': 0.5504605431261766}",25,5,-127.93860401301887,"{0: 12, 1: 4, 2: 1, 3: 0, 4: 3}",1
599,False,"{'a': 0.01, 'e': 0.5499103577216016}",35,3,-92.11077303629676,"{0: 25, 1: 2, 2: 2, 3: 1, 4: 2}",1
600,False,"{'a': 0.01, 'e': 0.54936072222743}",20,2,-62.71345589389927,"{0: 12, 1: 2, 2: 3, 3: 0, 4: 1}",1
601,False,"{'a': 0.01, 'e': 0.5488116360940265}",20,0,-37.214595328744316,"{0: 16, 1: 0, 2: 2, 3: 2, 4: 0}",0
602,False,"{'a': 0.01, 'e': 0.5482630987723047}",25,0,-129.534538605477,"{0: 18, 1: 1, 2: 3, 3: 0, 4: 3}",0
603,False,"{'a': 0.01, 'e': 0.5477151097137275}",20,1,-10.943811510050613,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 0}",1
604,False,"{'a': 0.01, 'e': 0.5471676683703055}",25,0,-8.685258539835448,"{0: 20, 1: 2, 2: 3, 3: 0, 4: 0}",0
605,False,"{'a': 0.01, 'e': 0.5466207741945976}",20,7,-108.38456513727785,"{0: 5, 1: 1, 2: 5, 3: 1, 4: 1}",1
606,False,"{'a': 0.01, 'e': 0.5460744266397094}",20,0,-29.317181825270268,"{0: 15, 1: 3, 2: 1, 3: 1, 4: 0}",0
607,False,"{'a': 0.01, 'e': 0.5455286251592933}",30,19,9.721671461148604,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
608,False,"{'a': 0.01, 'e': 0.544983369207548}",20,0,-39.72497982161949,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
609,False,"{'a': 0.01, 'e': 0.5444386582392171}",25,12,-77.64319939534631,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 2}",1
610,False,"{'a': 0.01, 'e': 0.5438944917095899}",25,2,-49.58960624828408,"{0: 18, 1: 1, 2: 3, 3: 0, 4: 1}",1
611,False,"{'a': 0.01, 'e': 0.5433508690744998}",25,3,-21.28223300833857,"{0: 17, 1: 0, 2: 5, 3: 0, 4: 0}",1
612,False,"{'a': 0.01, 'e': 0.542807789790324}",20,11,1.3478687132939617,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
613,False,"{'a': 0.01, 'e': 0.5422652533139832}",20,0,10.980166344779448,"{0: 17, 1: 3, 2: 0, 3: 0, 4: 0}",0
614,False,"{'a': 0.01, 'e': 0.541723259102941}",20,0,3.347938449558567,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
615,False,"{'a': 0.01, 'e': 0.5411818066152029}",30,24,10.94817105214075,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
616,False,"{'a': 0.01, 'e': 0.5406408953093166}",25,13,-85.07018676783427,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 2}",1
617,False,"{'a': 0.01, 'e': 0.5401005246443706}",30,12,-8.234345724727703,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 0}",1
618,False,"{'a': 0.01, 'e': 0.5395606940799943}",20,10,-85.72660258014717,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 2}",1
619,False,"{'a': 0.01, 'e': 0.539021403076357}",30,0,-85.09273227055132,"{0: 24, 1: 1, 2: 3, 3: 0, 4: 2}",0
620,False,"{'a': 0.01, 'e': 0.5384826510941678}",25,0,-9.136303373425388,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
621,False,"{'a': 0.01, 'e': 0.5379444375946745}",20,0,-14.151805294284967,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
622,False,"{'a': 0.01, 'e': 0.5374067620396636}",20,0,-24.847468607716106,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
623,False,"{'a': 0.01, 'e': 0.5368696238914595}",20,0,2.0189706745715137,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
624,False,"{'a': 0.01, 'e': 0.5363330226129241}",30,24,8.933643112400365,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
625,False,"{'a': 0.01, 'e': 0.535796957667456}",25,14,-5.485282278292921,"{0: 8, 1: 2, 2: 1, 3: 0, 4: 0}",1
626,False,"{'a': 0.01, 'e': 0.5352614285189903}",25,16,12.461436572580359,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
627,False,"{'a': 0.01, 'e': 0.5347264346319975}",25,17,-67.05951814870029,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 2}",1
628,False,"{'a': 0.01, 'e': 0.5341919754714841}",20,0,-50.209065617598334,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
629,False,"{'a': 0.01, 'e': 0.5336580505029906}",20,1,-26.413368811414042,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 0}",1
630,False,"{'a': 0.01, 'e': 0.5331246591925921}",20,0,10.288489828261675,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
631,False,"{'a': 0.01, 'e': 0.5325918010068972}",25,10,-3.555688588613048,"{0: 12, 1: 0, 2: 3, 3: 0, 4: 0}",1
632,False,"{'a': 0.01, 'e': 0.5320594754130477}",25,14,-16.89041913334801,"{0: 8, 1: 0, 2: 3, 3: 0, 4: 0}",1
633,False,"{'a': 0.01, 'e': 0.5315276818787179}",25,16,-28.709235615959035,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
634,False,"{'a': 0.01, 'e': 0.5309964198721143}",30,0,-20.92589059911147,"{0: 27, 1: 0, 2: 2, 3: 0, 4: 1}",0
635,False,"{'a': 0.01, 'e': 0.5304656888619749}",25,19,2.3305070641411403,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
636,False,"{'a': 0.01, 'e': 0.5299354883175685}",20,0,-24.422160925954696,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
637,False,"{'a': 0.01, 'e': 0.5294058177086945}",30,12,10.682253366676239,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 0}",1
638,False,"{'a': 0.01, 'e': 0.5288766765056825}",20,11,-44.73859457638697,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 1}",1
639,False,"{'a': 0.01, 'e': 0.528348064179391}",20,16,7.982778652765989,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
640,False,"{'a': 0.01, 'e': 0.5278199802012077}",20,9,-5.9438513142245935,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
641,False,"{'a': 0.01, 'e': 0.5272924240430485}",25,6,-35.72164723852014,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 0}",1
642,False,"{'a': 0.01, 'e': 0.5267653951773574}",20,0,-54.70088910713166,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
643,False,"{'a': 0.01, 'e': 0.5262388930771054}",35,18,-3.335185183388362,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 0}",1
644,False,"{'a': 0.01, 'e': 0.5257129172157903}",20,0,-65.54583307098297,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
645,False,"{'a': 0.01, 'e': 0.5251874670674361}",30,19,2.425448267574146,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
646,False,"{'a': 0.01, 'e': 0.5246625421065929}",20,6,-44.66368455475743,"{0: 11, 1: 1, 2: 0, 3: 1, 4: 1}",1
647,False,"{'a': 0.01, 'e': 0.5241381418083354}",20,0,-78.3029679730641,"{0: 11, 1: 5, 2: 3, 3: 0, 4: 1}",0
648,False,"{'a': 0.01, 'e': 0.5236142656482635}",20,0,-8.319665632487661,"{0: 17, 1: 2, 2: 0, 3: 1, 4: 0}",0
649,False,"{'a': 0.01, 'e': 0.5230909131025008}",25,0,-93.82000998605666,"{0: 17, 1: 1, 2: 5, 3: 1, 4: 1}",0
650,False,"{'a': 0.01, 'e': 0.5225680836476948}",20,11,-7.461544764121358,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
651,False,"{'a': 0.01, 'e': 0.522045776761016}",25,3,-26.520324254106484,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 1}",1
652,False,"{'a': 0.01, 'e': 0.5215239919201575}",25,16,-7.043316308854099,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
653,False,"{'a': 0.01, 'e': 0.5210027286033344}",30,0,-6.814321351887359,"{0: 25, 1: 1, 2: 4, 3: 0, 4: 0}",0
654,False,"{'a': 0.01, 'e': 0.5204819862892832}",35,19,-27.186287999257434,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 1}",1
655,False,"{'a': 0.01, 'e': 0.5199617644572618}",25,8,-53.0945344246669,"{0: 10, 1: 2, 2: 4, 3: 1, 4: 0}",1
656,False,"{'a': 0.01, 'e': 0.5194420625870482}",25,0,-69.77347888150871,"{0: 15, 1: 2, 2: 8, 3: 0, 4: 0}",0
657,False,"{'a': 0.01, 'e': 0.5189228801589404}",35,2,5.032129786241396,"{0: 29, 1: 1, 2: 3, 3: 0, 4: 0}",1
658,False,"{'a': 0.01, 'e': 0.5184042166537559}",20,0,-50.182851144848364,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
659,False,"{'a': 0.01, 'e': 0.5178860715528314}",20,0,-68.2552334568713,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 2}",0
660,False,"{'a': 0.01, 'e': 0.5173684443380216}",25,1,-112.64767211219227,"{0: 16, 1: 2, 2: 3, 3: 1, 4: 2}",1
661,False,"{'a': 0.01, 'e': 0.5168513344916992}",30,0,7.636494298899722,"{0: 25, 1: 4, 2: 1, 3: 0, 4: 0}",0
662,False,"{'a': 0.01, 'e': 0.5163347414967544}",20,0,-40.41961602313397,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
663,False,"{'a': 0.01, 'e': 0.5158186648365941}",20,13,14.424374345426967,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
664,False,"{'a': 0.01, 'e': 0.5153031039951417}",20,0,-73.37966608862405,"{0: 12, 1: 2, 2: 4, 3: 2, 4: 0}",0
665,False,"{'a': 0.01, 'e': 0.5147880584568362}",25,4,-59.81084989424049,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 1}",1
666,False,"{'a': 0.01, 'e': 0.5142735277066319}",20,2,-37.992296228771394,"{0: 13, 1: 0, 2: 5, 3: 0, 4: 0}",1
667,False,"{'a': 0.01, 'e': 0.5137595112299983}",25,0,-9.989504016461385,"{0: 20, 1: 2, 2: 3, 3: 0, 4: 0}",0
668,False,"{'a': 0.01, 'e': 0.5132460085129188}",20,0,-8.79399033566462,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
669,False,"{'a': 0.01, 'e': 0.5127330190418905}",25,0,-115.5585723189131,"{0: 18, 1: 3, 2: 1, 3: 0, 4: 3}",0
670,False,"{'a': 0.01, 'e': 0.512220542303924}",30,4,-75.98417327156524,"{0: 17, 1: 3, 2: 5, 3: 0, 4: 1}",1
671,False,"{'a': 0.01, 'e': 0.5117085777865424}",20,13,4.160372066670585,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
672,False,"{'a': 0.01, 'e': 0.5111971249777814}",30,0,-48.069318834895135,"{0: 21, 1: 3, 2: 6, 3: 0, 4: 0}",0
673,False,"{'a': 0.01, 'e': 0.5106861833661879}",20,4,-43.19438317332496,"{0: 12, 1: 0, 2: 2, 3: 2, 4: 0}",1
674,False,"{'a': 0.01, 'e': 0.5101757524408203}",20,0,-40.175477300244765,"{0: 13, 1: 2, 2: 5, 3: 0, 4: 0}",0
675,False,"{'a': 0.01, 'e': 0.5096658316912476}",25,8,-31.958732214651622,"{0: 13, 1: 0, 2: 3, 3: 1, 4: 0}",1
676,False,"{'a': 0.01, 'e': 0.5091564206075492}",20,10,-38.41217676317126,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 1}",1
677,False,"{'a': 0.01, 'e': 0.5086475186803137}",30,0,-78.42804552251933,"{0: 22, 1: 2, 2: 4, 3: 1, 4: 1}",1
678,False,"{'a': 0.01, 'e': 0.5081391254006393}",25,0,-74.55278495484517,"{0: 16, 1: 1, 2: 7, 3: 1, 4: 0}",1
679,False,"{'a': 0.01, 'e': 0.5076312402601327}",25,3,-7.428360183764307,"{0: 18, 1: 1, 2: 3, 3: 0, 4: 0}",1
680,False,"{'a': 0.01, 'e': 0.5071238627509086}",20,13,-20.410307093356863,"{0: 4, 1: 0, 2: 3, 3: 0, 4: 0}",1
681,False,"{'a': 0.01, 'e': 0.5066169923655895}",20,0,-24.05975148849034,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
682,False,"{'a': 0.01, 'e': 0.5061106285973052}",20,11,4.070048295808983,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
683,False,"{'a': 0.01, 'e': 0.5056047709396915}",30,16,-10.523840748209608,"{0: 10, 1: 2, 2: 2, 3: 0, 4: 0}",1
684,False,"{'a': 0.01, 'e': 0.5050994188868908}",30,20,-6.527094040634931,"{0: 7, 1: 2, 2: 1, 3: 0, 4: 0}",1
685,False,"{'a': 0.01, 'e': 0.5045945719335512}",20,0,-60.54208917982896,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
686,False,"{'a': 0.01, 'e': 0.5040902295748255}",20,3,-34.537502932715846,"{0: 13, 1: 1, 2: 1, 3: 2, 4: 0}",1
687,False,"{'a': 0.01, 'e': 0.5035863913063714}",30,7,-88.54716346923173,"{0: 17, 1: 2, 2: 2, 3: 0, 4: 2}",1
688,False,"{'a': 0.01, 'e': 0.5030830566243506}",20,9,-11.314939097061352,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 0}",1
689,False,"{'a': 0.01, 'e': 0.5025802250254283}",25,13,-41.88331821788498,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 1}",1
690,False,"{'a': 0.01, 'e': 0.502077896006773}",25,11,-30.991599675746688,"{0: 11, 1: 2, 2: 0, 3: 0, 4: 1}",1
691,False,"{'a': 0.01, 'e': 0.5015760690660555}",25,12,4.712879472882891,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
692,False,"{'a': 0.01, 'e': 0.5010747437014489}",20,12,16.065527724817013,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
693,False,"{'a': 0.01, 'e': 0.5005739194116277}",20,8,-61.77279127264659,"{0: 7, 1: 1, 2: 3, 3: 0, 4: 1}",1
694,False,"{'a': 0.01, 'e': 0.5000735956957676}",20,3,-51.610194719028236,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 1}",1
695,False,"{'a': 0.01, 'e': 0.4995737720535449}",25,7,-74.42919341167202,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 2}",1
696,False,"{'a': 0.01, 'e': 0.49907444798513595}",20,0,-3.435689060562363,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
697,False,"{'a': 0.01, 'e': 0.4985756229912165}",30,23,5.47242904397479,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
698,False,"{'a': 0.01, 'e': 0.4980772965729616}",25,0,-148.0955757033208,"{0: 17, 1: 2, 2: 2, 3: 1, 4: 3}",0
699,False,"{'a': 0.01, 'e': 0.4975794682320448}",20,4,-12.629089813767584,"{0: 12, 1: 1, 2: 3, 3: 0, 4: 0}",1
700,False,"{'a': 0.01, 'e': 0.4970821374706377}",20,0,14.351140800372056,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
701,False,"{'a': 0.01, 'e': 0.49658530379140947}",20,6,-8.296623584927714,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 0}",1
702,False,"{'a': 0.01, 'e': 0.49608896669752645}",20,10,-25.43955998109417,"{0: 5, 1: 3, 2: 2, 3: 0, 4: 0}",1
703,False,"{'a': 0.01, 'e': 0.4955931256926514}",20,2,-49.928789356782175,"{0: 13, 1: 2, 2: 2, 3: 0, 4: 1}",1
704,False,"{'a': 0.01, 'e': 0.4950977802809434}",20,14,-40.339961440896246,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 1}",1
705,False,"{'a': 0.01, 'e': 0.494602929967057}",25,0,-40.71125183742929,"{0: 18, 1: 1, 2: 6, 3: 0, 4: 0}",0
706,False,"{'a': 0.01, 'e': 0.4941085742561417}",20,10,-53.80336795118734,"{0: 6, 1: 1, 2: 2, 3: 0, 4: 1}",1
707,False,"{'a': 0.01, 'e': 0.4936147126538418}",25,11,-23.56488464467586,"{0: 10, 1: 1, 2: 2, 3: 1, 4: 0}",1
708,False,"{'a': 0.01, 'e': 0.49312134466629576}",20,11,-35.981056105536915,"{0: 5, 1: 1, 2: 2, 3: 1, 4: 0}",1
709,False,"{'a': 0.01, 'e': 0.49262846980013547}",25,9,-88.03317980238062,"{0: 10, 1: 1, 2: 2, 3: 2, 4: 1}",1
710,False,"{'a': 0.01, 'e': 0.492136087562486}",20,0,-58.54464011255218,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
711,False,"{'a': 0.01, 'e': 0.4916441974609651}",25,13,-2.4559358380268774,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
712,False,"{'a': 0.01, 'e': 0.4911527990036827}",20,11,10.20874222348409,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
713,False,"{'a': 0.01, 'e': 0.4906618916992401}",20,0,-7.49034270809619,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
714,False,"{'a': 0.01, 'e': 0.4901714750567302}",30,17,-23.581964691614054,"{0: 10, 1: 0, 2: 2, 3: 1, 4: 0}",1
715,False,"{'a': 0.01, 'e': 0.4896815485857362}",20,15,-3.768120389400921,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
716,False,"{'a': 0.01, 'e': 0.48919211179633154}",20,0,-33.29263425963133,"{0: 15, 1: 0, 2: 4, 3: 1, 4: 0}",0
717,False,"{'a': 0.01, 'e': 0.4887031641990795}",30,16,-10.225852044573873,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 0}",1
718,False,"{'a': 0.01, 'e': 0.4882147053050323}",25,3,-24.47564499827358,"{0: 18, 1: 0, 2: 3, 3: 1, 4: 0}",1
719,False,"{'a': 0.01, 'e': 0.4877267346257312}",20,2,25.51887534788259,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
720,False,"{'a': 0.01, 'e': 0.48723925167320525}",25,0,-17.888026658221975,"{0: 21, 1: 1, 2: 2, 3: 1, 4: 0}",0
