trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
185,False,"{'a': 0.01, 'e': 0.8319358038266718}",20,6,-90.81192991257883,"{0: 8, 1: 1, 2: 2, 3: 2, 4: 1}",1
186,False,"{'a': 0.01, 'e': 0.8311042838521256}",25,0,-78.95929430210619,"{0: 14, 1: 3, 2: 8, 3: 0, 4: 0}",0
187,False,"{'a': 0.01, 'e': 0.8302735949819326}",25,4,-46.79641031387257,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 1}",1
188,False,"{'a': 0.01, 'e': 0.8294437363854039}",25,0,-73.51524736333839,"{0: 19, 1: 0, 2: 4, 3: 1, 4: 1}",0
189,False,"{'a': 0.01, 'e': 0.8286147072326806}",25,4,-64.05379321278991,"{0: 14, 1: 1, 2: 4, 3: 2, 4: 0}",1
190,False,"{'a': 0.01, 'e': 0.8277865066947336}",25,5,-84.96799717780425,"{0: 11, 1: 2, 2: 5, 3: 2, 4: 0}",1
191,False,"{'a': 0.01, 'e': 0.8269591339433623}",25,0,-116.59371699715089,"{0: 12, 1: 6, 2: 6, 3: 0, 4: 1}",0
192,False,"{'a': 0.01, 'e': 0.8261325881511938}",25,0,-162.08507084077954,"{0: 14, 1: 2, 2: 5, 3: 2, 4: 2}",0
193,False,"{'a': 0.01, 'e': 0.8253068684916823}",30,0,-133.25160305183286,"{0: 20, 1: 1, 2: 5, 3: 3, 4: 1}",0
194,False,"{'a': 0.01, 'e': 0.8244819741391082}",25,0,-217.86257405179956,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 5}",0
195,False,"{'a': 0.01, 'e': 0.8236579042685769}",30,14,-36.336329958743256,"{0: 11, 1: 1, 2: 3, 3: 1, 4: 0}",1
196,False,"{'a': 0.01, 'e': 0.8228346580560184}",30,20,-25.52904100700224,"{0: 6, 1: 1, 2: 3, 3: 0, 4: 0}",1
197,False,"{'a': 0.01, 'e': 0.8220122346781865}",25,0,-67.59359199875844,"{0: 19, 1: 3, 2: 1, 3: 1, 4: 1}",0
198,False,"{'a': 0.01, 'e': 0.821190633312658}",20,7,-75.12537480748549,"{0: 7, 1: 0, 2: 5, 3: 0, 4: 1}",1
199,False,"{'a': 0.01, 'e': 0.8203698531378311}",30,18,-38.4297388356111,"{0: 6, 1: 4, 2: 1, 3: 1, 4: 0}",1
200,False,"{'a': 0.01, 'e': 0.8195498933329256}",20,0,-71.29668154428612,"{0: 12, 1: 3, 2: 3, 3: 2, 4: 0}",0
201,False,"{'a': 0.01, 'e': 0.8187307530779818}",20,11,-9.927344728529603,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
202,False,"{'a': 0.01, 'e': 0.8179124315538594}",35,0,-154.174310456919,"{0: 25, 1: 3, 2: 3, 3: 1, 4: 3}",0
203,False,"{'a': 0.01, 'e': 0.8170949279422366}",20,0,-38.95737608328,"{0: 12, 1: 5, 2: 3, 3: 0, 4: 0}",0
204,False,"{'a': 0.01, 'e': 0.8162782414256099}",20,0,-139.25294377794208,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 3}",0
205,False,"{'a': 0.01, 'e': 0.8154623711872927}",20,0,-78.81954389271553,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
206,False,"{'a': 0.01, 'e': 0.8146473164114145}",30,16,-9.747935575059227,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 0}",1
207,False,"{'a': 0.01, 'e': 0.8138330762829207}",30,10,-66.01961858095459,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",1
208,False,"{'a': 0.01, 'e': 0.813019649987571}",20,0,-137.07624244917176,"{0: 11, 1: 1, 2: 5, 3: 1, 4: 2}",0
209,False,"{'a': 0.01, 'e': 0.812207036711939}",20,6,-63.289503221024944,"{0: 9, 1: 1, 2: 3, 3: 0, 4: 1}",1
210,False,"{'a': 0.01, 'e': 0.8113952356434114}",20,7,-62.50815076027861,"{0: 8, 1: 2, 2: 2, 3: 0, 4: 1}",1
211,False,"{'a': 0.01, 'e': 0.8105842459701871}",25,0,-141.08549711857816,"{0: 14, 1: 2, 2: 7, 3: 0, 4: 2}",0
212,False,"{'a': 0.01, 'e': 0.8097740668812763}",20,12,-18.627400932535274,"{0: 4, 1: 3, 2: 1, 3: 0, 4: 0}",1
213,False,"{'a': 0.01, 'e': 0.8089646975664998}",25,17,-18.69871134034574,"{0: 5, 1: 1, 2: 2, 3: 0, 4: 0}",1
214,False,"{'a': 0.01, 'e': 0.8081561372164884}",20,0,-55.10372563552505,"{0: 12, 1: 1, 2: 7, 3: 0, 4: 0}",0
215,False,"{'a': 0.01, 'e': 0.8073483850226815}",20,0,-108.9691247432685,"{0: 12, 1: 3, 2: 1, 3: 3, 4: 1}",0
216,False,"{'a': 0.01, 'e': 0.8065414401773269}",30,0,-60.541300634020786,"{0: 20, 1: 3, 2: 7, 3: 0, 4: 0}",0
217,False,"{'a': 0.01, 'e': 0.8057353018734796}",25,1,-48.63295082939506,"{0: 17, 1: 3, 2: 3, 3: 1, 4: 0}",1
218,False,"{'a': 0.01, 'e': 0.8049299693050015}",25,0,-198.9024704439047,"{0: 9, 1: 5, 2: 8, 3: 1, 4: 2}",0
219,False,"{'a': 0.01, 'e': 0.8041254416665596}",25,0,-89.82470588087608,"{0: 18, 1: 3, 2: 2, 3: 0, 4: 2}",0
220,False,"{'a': 0.01, 'e': 0.8033217181536265}",30,0,-88.93038701400208,"{0: 22, 1: 4, 2: 2, 3: 0, 4: 2}",0
221,False,"{'a': 0.01, 'e': 0.8025187979624785}",20,0,-95.45385117227929,"{0: 12, 1: 1, 2: 6, 3: 0, 4: 1}",0
222,False,"{'a': 0.01, 'e': 0.8017166802901953}",20,7,-24.736350173584743,"{0: 9, 1: 0, 2: 4, 3: 0, 4: 0}",1
223,False,"{'a': 0.01, 'e': 0.8009153643346592}",35,0,-186.8166694892742,"{0: 23, 1: 1, 2: 7, 3: 1, 4: 3}",1
224,False,"{'a': 0.01, 'e': 0.8001148492945541}",20,5,-38.49864411489078,"{0: 9, 1: 2, 2: 4, 3: 0, 4: 0}",1
225,False,"{'a': 0.01, 'e': 0.7993151343693651}",20,0,-58.46439065059725,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
226,False,"{'a': 0.01, 'e': 0.7985162187593771}",25,0,-18.630827172249912,"{0: 18, 1: 5, 2: 2, 3: 0, 4: 0}",0
227,False,"{'a': 0.01, 'e': 0.7977181016656743}",30,0,-102.40932058469122,"{0: 21, 1: 1, 2: 6, 3: 1, 4: 1}",0
228,False,"{'a': 0.01, 'e': 0.7969207822901396}",25,0,-67.1140798948231,"{0: 15, 1: 3, 2: 7, 3: 0, 4: 0}",0
229,False,"{'a': 0.01, 'e': 0.7961242598354538}",20,0,-112.61100391788308,"{0: 12, 1: 1, 2: 4, 3: 2, 4: 1}",0
230,False,"{'a': 0.01, 'e': 0.7953285335050939}",25,12,3.2498297316516833,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
231,False,"{'a': 0.01, 'e': 0.794533602503334}",25,11,-21.624305846992506,"{0: 9, 1: 3, 2: 2, 3: 0, 4: 0}",1
232,False,"{'a': 0.01, 'e': 0.7937394660352427}",25,6,-104.15180951276652,"{0: 13, 1: 2, 2: 1, 3: 1, 4: 2}",1
233,False,"{'a': 0.01, 'e': 0.7929461233066837}",25,0,-106.51458148665802,"{0: 16, 1: 5, 2: 2, 3: 0, 4: 2}",0
234,False,"{'a': 0.01, 'e': 0.792153573524314}",30,0,-144.79118273297797,"{0: 19, 1: 2, 2: 7, 3: 0, 4: 2}",0
235,False,"{'a': 0.01, 'e': 0.7913618158955839}",20,16,7.5613143802296126,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
236,False,"{'a': 0.01, 'e': 0.7905708496287356}",25,0,-42.80543526386732,"{0: 16, 1: 6, 2: 3, 3: 0, 4: 0}",0
237,False,"{'a': 0.01, 'e': 0.7897806739328027}",25,0,-154.08832118732576,"{0: 16, 1: 1, 2: 5, 3: 0, 4: 3}",0
238,False,"{'a': 0.01, 'e': 0.7889912880176096}",35,0,-187.33564193800515,"{0: 19, 1: 5, 2: 7, 3: 2, 4: 2}",0
239,False,"{'a': 0.01, 'e': 0.7882026910937704}",20,6,-87.36453022074278,"{0: 8, 1: 1, 2: 3, 3: 1, 4: 1}",1
240,False,"{'a': 0.01, 'e': 0.7874148823726879}",25,0,-53.11012788144383,"{0: 19, 1: 2, 2: 3, 3: 0, 4: 1}",0
241,False,"{'a': 0.01, 'e': 0.7866278610665535}",20,0,-17.318722008178963,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
242,False,"{'a': 0.01, 'e': 0.7858416263883455}",20,11,-28.862689537828622,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
243,False,"{'a': 0.01, 'e': 0.7850561775518295}",30,11,-40.43572099298912,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 1}",1
244,False,"{'a': 0.01, 'e': 0.7842715137715565}",35,22,-9.284794903341657,"{0: 11, 1: 0, 2: 1, 3: 1, 4: 0}",1
245,False,"{'a': 0.01, 'e': 0.7834876342628625}",25,0,-130.16965310610763,"{0: 15, 1: 4, 2: 3, 3: 1, 4: 2}",0
246,False,"{'a': 0.01, 'e': 0.7827045382418681}",20,7,-50.64922599814741,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 1}",1
247,False,"{'a': 0.01, 'e': 0.7819222249254772}",30,0,-68.55950117364013,"{0: 21, 1: 1, 2: 7, 3: 1, 4: 0}",0
248,False,"{'a': 0.01, 'e': 0.7811406935313765}",20,0,-44.73363953508801,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
249,False,"{'a': 0.01, 'e': 0.7803599432780343}",20,3,-45.89833464233166,"{0: 11, 1: 2, 2: 3, 3: 1, 4: 0}",1
250,False,"{'a': 0.01, 'e': 0.7795799733847004}",25,0,-144.7991003590769,"{0: 15, 1: 4, 2: 3, 3: 0, 4: 3}",0
251,False,"{'a': 0.01, 'e': 0.7788007830714049}",20,0,-77.733657869358,"{0: 12, 1: 5, 2: 1, 3: 1, 4: 1}",0
252,False,"{'a': 0.01, 'e': 0.7780223715589573}",20,0,-72.49260359851388,"{0: 10, 1: 5, 2: 4, 3: 1, 4: 0}",0
253,False,"{'a': 0.01, 'e': 0.7772447380689461}",20,0,-34.81666628118516,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
254,False,"{'a': 0.01, 'e': 0.7764678818237378}",20,0,-17.27482295462363,"{0: 16, 1: 2, 2: 1, 3: 1, 4: 0}",0
255,False,"{'a': 0.01, 'e': 0.775691802046476}",30,0,-105.86638433597217,"{0: 20, 1: 4, 2: 3, 3: 2, 4: 1}",0
256,False,"{'a': 0.01, 'e': 0.774916497961081}",20,0,-73.0333233733587,"{0: 12, 1: 5, 2: 2, 3: 0, 4: 1}",0
257,False,"{'a': 0.01, 'e': 0.7741419687922484}",35,0,-214.62358259264255,"{0: 20, 1: 5, 2: 6, 3: 0, 4: 4}",0
258,False,"{'a': 0.01, 'e': 0.7733682137654491}",20,0,-46.730414982332015,"{0: 13, 1: 3, 2: 3, 3: 1, 4: 0}",0
259,False,"{'a': 0.01, 'e': 0.772595232106928}",30,0,-103.68256678205596,"{0: 22, 1: 3, 2: 3, 3: 0, 4: 2}",0
260,False,"{'a': 0.01, 'e': 0.7718230230437034}",25,13,-68.7288191537767,"{0: 7, 1: 0, 2: 4, 3: 0, 4: 1}",1
261,False,"{'a': 0.01, 'e': 0.7710515858035663}",20,0,-74.77322461405959,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
262,False,"{'a': 0.01, 'e': 0.7702809196150792}",25,12,-29.56497846931814,"{0: 9, 1: 1, 2: 2, 3: 1, 4: 0}",1
263,False,"{'a': 0.01, 'e': 0.7695110237075758}",25,0,-57.287920565355364,"{0: 18, 1: 1, 2: 5, 3: 1, 4: 0}",0
264,False,"{'a': 0.01, 'e': 0.7687418973111603}",30,7,-140.24888458987857,"{0: 13, 1: 4, 2: 2, 3: 2, 4: 2}",1
265,False,"{'a': 0.01, 'e': 0.7679735396567061}",20,0,-139.32113189389045,"{0: 12, 1: 0, 2: 5, 3: 1, 4: 2}",0
266,False,"{'a': 0.01, 'e': 0.7672059499758557}",30,0,-119.48871398332409,"{0: 19, 1: 2, 2: 7, 3: 1, 4: 1}",0
267,False,"{'a': 0.01, 'e': 0.7664391275010192}",25,0,-40.23742248154986,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 1}",0
268,False,"{'a': 0.01, 'e': 0.7656730714653739}",20,11,-2.6985204413811847,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
269,False,"{'a': 0.01, 'e': 0.764907781102864}",20,0,-118.36321894042209,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 2}",0
270,False,"{'a': 0.01, 'e': 0.764143255648199}",25,0,-144.9498976174342,"{0: 15, 1: 5, 2: 2, 3: 0, 4: 3}",0
271,False,"{'a': 0.01, 'e': 0.7633794943368531}",20,0,-110.7766204394855,"{0: 10, 1: 3, 2: 5, 3: 1, 4: 1}",0
272,False,"{'a': 0.01, 'e': 0.7626164964050653}",20,0,-73.44248562803746,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 1}",0
273,False,"{'a': 0.01, 'e': 0.7618542610898376}",20,2,-56.31526919182818,"{0: 14, 1: 1, 2: 1, 3: 1, 4: 1}",1
274,False,"{'a': 0.01, 'e': 0.7610927876289343}",30,8,-88.06422391863124,"{0: 15, 1: 2, 2: 2, 3: 2, 4: 1}",1
275,False,"{'a': 0.01, 'e': 0.7603320752608821}",35,2,-110.15962694289954,"{0: 23, 1: 4, 2: 4, 3: 0, 4: 2}",1
276,False,"{'a': 0.01, 'e': 0.7595721232249685}",30,0,-208.05935321493394,"{0: 19, 1: 2, 2: 4, 3: 1, 4: 4}",0
277,False,"{'a': 0.01, 'e': 0.7588129307612413}",30,0,-157.00828365729353,"{0: 19, 1: 1, 2: 6, 3: 2, 4: 2}",0
278,False,"{'a': 0.01, 'e': 0.7580544971105083}",30,0,-64.51437855283945,"{0: 21, 1: 2, 2: 6, 3: 1, 4: 0}",0
279,False,"{'a': 0.01, 'e': 0.7572968215143355}",25,0,-162.44856730485375,"{0: 14, 1: 0, 2: 8, 3: 1, 4: 2}",0
280,False,"{'a': 0.01, 'e': 0.7565399032150474}",25,0,-52.62247946051131,"{0: 18, 1: 1, 2: 5, 3: 1, 4: 0}",0
281,False,"{'a': 0.01, 'e': 0.7557837414557255}",25,7,-101.14436372374489,"{0: 13, 1: 1, 2: 1, 3: 1, 4: 2}",1
282,False,"{'a': 0.01, 'e': 0.755028335480208}",35,2,-175.8317206690009,"{0: 19, 1: 5, 2: 6, 3: 0, 4: 3}",1
283,False,"{'a': 0.01, 'e': 0.754273684533089}",25,0,-166.65238394774812,"{0: 15, 1: 3, 2: 3, 3: 1, 4: 3}",0
284,False,"{'a': 0.01, 'e': 0.7535197878597172}",20,0,-55.79692905941165,"{0: 14, 1: 0, 2: 5, 3: 1, 4: 0}",0
285,False,"{'a': 0.01, 'e': 0.7527666447061963}",25,0,-65.23958124911559,"{0: 18, 1: 2, 2: 4, 3: 0, 4: 1}",0
286,False,"{'a': 0.01, 'e': 0.7520142543193826}",25,12,-17.27521502930274,"{0: 10, 1: 1, 2: 1, 3: 1, 4: 0}",1
287,False,"{'a': 0.01, 'e': 0.751262615946886}",25,0,-92.9576610049675,"{0: 16, 1: 3, 2: 4, 3: 1, 4: 1}",0
288,False,"{'a': 0.01, 'e': 0.750511728837068}",30,9,-13.363508081082191,"{0: 17, 1: 0, 2: 4, 3: 0, 4: 0}",1
289,False,"{'a': 0.01, 'e': 0.7497615922390413}",35,0,-68.78586529397138,"{0: 24, 1: 3, 2: 8, 3: 0, 4: 0}",0
290,False,"{'a': 0.01, 'e': 0.7490122054026693}",20,0,-144.35954346784277,"{0: 10, 1: 1, 2: 7, 3: 0, 4: 2}",1
291,False,"{'a': 0.01, 'e': 0.7482635675785653}",25,0,-111.87873906205839,"{0: 17, 1: 3, 2: 2, 3: 1, 4: 2}",0
292,False,"{'a': 0.01, 'e': 0.747515678018091}",30,18,-83.15312601779043,"{0: 7, 1: 1, 2: 1, 3: 2, 4: 1}",1
293,False,"{'a': 0.01, 'e': 0.7467685359733571}",25,0,-77.53039876177036,"{0: 15, 1: 2, 2: 7, 3: 1, 4: 0}",0
294,False,"{'a': 0.01, 'e': 0.7460221406972215}",25,15,4.47900567689465,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
295,False,"{'a': 0.01, 'e': 0.7452764914432887}",20,15,2.597465598733082,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
296,False,"{'a': 0.01, 'e': 0.7445315874659094}",25,1,-44.81886628562794,"{0: 18, 1: 0, 2: 5, 3: 1, 4: 0}",1
297,False,"{'a': 0.01, 'e': 0.7437874280201796}",25,9,-3.0099148578516806,"{0: 12, 1: 4, 2: 0, 3: 0, 4: 0}",1
298,False,"{'a': 0.01, 'e': 0.7430440123619398}",20,12,-33.77959706157608,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 1}",1
299,False,"{'a': 0.01, 'e': 0.7423013397477743}",20,0,-66.57859586810768,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
300,False,"{'a': 0.01, 'e': 0.7415594094350105}",20,0,-55.64766577981047,"{0: 13, 1: 5, 2: 1, 3: 0, 4: 1}",0
301,False,"{'a': 0.01, 'e': 0.7408182206817179}",25,0,-32.60755475583986,"{0: 21, 1: 2, 2: 1, 3: 0, 4: 1}",0
302,False,"{'a': 0.01, 'e': 0.7400777727467076}",20,6,-4.506661489469754,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 0}",1
303,False,"{'a': 0.01, 'e': 0.7393380648895319}",20,13,-40.27678770343066,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 1}",1
304,False,"{'a': 0.01, 'e': 0.7385990963704826}",25,0,-142.31462258637353,"{0: 18, 1: 1, 2: 2, 3: 1, 4: 3}",0
305,False,"{'a': 0.01, 'e': 0.7378608664505911}",20,5,-98.38124563294951,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 3}",1
306,False,"{'a': 0.01, 'e': 0.7371233743916278}",30,0,-146.01311480565903,"{0: 19, 1: 4, 2: 3, 3: 2, 4: 2}",0
307,False,"{'a': 0.01, 'e': 0.7363866194561001}",25,0,-54.00950732107056,"{0: 18, 1: 4, 2: 2, 3: 0, 4: 1}",0
308,False,"{'a': 0.01, 'e': 0.7356506009072533}",25,0,-132.26863977399435,"{0: 15, 1: 4, 2: 3, 3: 1, 4: 2}",0
309,False,"{'a': 0.01, 'e': 0.7349153180090687}",25,0,-72.8806061572486,"{0: 17, 1: 3, 2: 4, 3: 0, 4: 1}",0
310,False,"{'a': 0.01, 'e': 0.7341807700262634}",20,10,-124.05889737385249,"{0: 4, 1: 0, 2: 3, 3: 1, 4: 2}",1
311,False,"{'a': 0.01, 'e': 0.7334469562242892}",25,0,8.295290087654305,"{0: 22, 1: 2, 2: 1, 3: 0, 4: 0}",0
312,False,"{'a': 0.01, 'e': 0.7327138758693325}",20,0,-26.576039780212284,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",1
313,False,"{'a': 0.01, 'e': 0.7319815282283126}",30,11,-25.99946155912845,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 0}",1
314,False,"{'a': 0.01, 'e': 0.731249912568882}",30,0,-74.91968381668545,"{0: 25, 1: 1, 2: 2, 3: 0, 4: 2}",0
315,False,"{'a': 0.01, 'e': 0.7305190281594249}",30,0,-119.51677328261952,"{0: 21, 1: 1, 2: 4, 3: 3, 4: 1}",0
316,False,"{'a': 0.01, 'e': 0.7297888742690568}",25,1,-43.62396591938323,"{0: 16, 1: 2, 2: 6, 3: 0, 4: 0}",1
317,False,"{'a': 0.01, 'e': 0.7290594501676237}",25,0,-76.3231798310646,"{0: 20, 1: 0, 2: 2, 3: 2, 4: 1}",0
318,False,"{'a': 0.01, 'e': 0.7283307551257017}",25,0,-67.08600836649143,"{0: 15, 1: 3, 2: 7, 3: 0, 4: 0}",0
319,False,"{'a': 0.01, 'e': 0.7276027884145955}",25,0,-44.93547988929718,"{0: 19, 1: 2, 2: 2, 3: 2, 4: 0}",0
320,False,"{'a': 0.01, 'e': 0.7268755493063382}",20,8,-85.2147997752372,"{0: 6, 1: 1, 2: 3, 3: 1, 4: 1}",1
321,False,"{'a': 0.01, 'e': 0.7261490370736909}",20,0,-82.6700770642111,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
322,False,"{'a': 0.01, 'e': 0.7254232509901412}",25,1,-99.51425392740728,"{0: 17, 1: 1, 2: 4, 3: 0, 4: 2}",1
323,False,"{'a': 0.01, 'e': 0.7246981903299029}",20,0,-95.50808620546026,"{0: 11, 1: 4, 2: 3, 3: 1, 4: 1}",0
324,False,"{'a': 0.01, 'e': 0.7239738543679153}",20,0,-112.71172190568588,"{0: 14, 1: 0, 2: 3, 3: 1, 4: 2}",0
325,False,"{'a': 0.01, 'e': 0.7232502423798424}",35,0,-229.68281251689012,"{0: 17, 1: 4, 2: 10, 3: 2, 4: 2}",0
326,False,"{'a': 0.01, 'e': 0.7225273536420722}",20,0,-71.33813709604678,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
327,False,"{'a': 0.01, 'e': 0.7218051874317158}",30,0,-163.3501506292776,"{0: 19, 1: 3, 2: 5, 3: 0, 4: 3}",0
328,False,"{'a': 0.01, 'e': 0.721083743026607}",20,13,-53.27099632636084,"{0: 4, 1: 0, 2: 2, 3: 0, 4: 1}",1
329,False,"{'a': 0.01, 'e': 0.7203630197053014}",25,0,-58.2743361644501,"{0: 21, 1: 0, 2: 2, 3: 1, 4: 1}",0
330,False,"{'a': 0.01, 'e': 0.7196430167470754}",20,14,-13.884271435015593,"{0: 4, 1: 0, 2: 2, 3: 0, 4: 0}",1
331,False,"{'a': 0.01, 'e': 0.7189237334319262}",20,0,-213.37984429949006,"{0: 10, 1: 2, 2: 3, 3: 1, 4: 4}",0
332,False,"{'a': 0.01, 'e': 0.7182051690405703}",25,0,-172.3405186340276,"{0: 15, 1: 1, 2: 5, 3: 1, 4: 3}",0
333,False,"{'a': 0.01, 'e': 0.7174873228544433}",30,9,-71.79783317623139,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 1}",1
334,False,"{'a': 0.01, 'e': 0.716770194155699}",30,1,-136.9509123214911,"{0: 22, 1: 1, 2: 2, 3: 1, 4: 3}",1
335,False,"{'a': 0.01, 'e': 0.7160537822272085}",30,2,-34.898876088364204,"{0: 22, 1: 2, 2: 3, 3: 1, 4: 0}",1
336,False,"{'a': 0.01, 'e': 0.7153380863525599}",25,0,-9.128359273809723,"{0: 21, 1: 3, 2: 0, 3: 1, 4: 0}",0
337,False,"{'a': 0.01, 'e': 0.7146231058160573}",25,9,14.081334692305552,"{0: 14, 1: 2, 2: 0, 3: 0, 4: 0}",1
338,False,"{'a': 0.01, 'e': 0.71390883990272}",20,6,1.6450460353771166,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
339,False,"{'a': 0.01, 'e': 0.7131952878982822}",20,2,-44.79507286542734,"{0: 12, 1: 1, 2: 4, 3: 1, 4: 0}",1
340,False,"{'a': 0.01, 'e': 0.7124824490891918}",25,0,-44.21380570514958,"{0: 17, 1: 3, 2: 5, 3: 0, 4: 0}",0
341,False,"{'a': 0.01, 'e': 0.7117703227626097}",20,3,-54.215712519440366,"{0: 12, 1: 2, 2: 2, 3: 0, 4: 1}",1
342,False,"{'a': 0.01, 'e': 0.7110589082064097}",25,15,1.7666735904509787,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
343,False,"{'a': 0.01, 'e': 0.7103482047091773}",20,0,-89.92201389643702,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
344,False,"{'a': 0.01, 'e': 0.7096382115602087}",20,0,-142.40490976486942,"{0: 10, 1: 2, 2: 5, 3: 1, 4: 2}",0
345,False,"{'a': 0.01, 'e': 0.7089289280495107}",30,11,-1.4846104820259531,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 0}",1
346,False,"{'a': 0.01, 'e': 0.7082203534678}",30,0,-90.22667155807102,"{0: 23, 1: 1, 2: 4, 3: 0, 4: 2}",0
347,False,"{'a': 0.01, 'e': 0.7075124871065017}",20,0,-54.52345496600676,"{0: 13, 1: 1, 2: 5, 3: 1, 4: 0}",1
348,False,"{'a': 0.01, 'e': 0.7068053282577494}",25,0,-115.44233378919579,"{0: 13, 1: 5, 2: 5, 3: 1, 4: 1}",0
349,False,"{'a': 0.01, 'e': 0.7060988762143844}",25,0,-111.73903129215297,"{0: 14, 1: 5, 2: 3, 3: 2, 4: 1}",0
350,False,"{'a': 0.01, 'e': 0.7053931302699543}",25,0,-31.850005859342133,"{0: 21, 1: 2, 2: 1, 3: 0, 4: 1}",0
351,False,"{'a': 0.01, 'e': 0.7046880897187134}",30,15,-57.814905259037765,"{0: 11, 1: 0, 2: 2, 3: 1, 4: 1}",1
352,False,"{'a': 0.01, 'e': 0.7039837538556208}",20,4,-131.92970943867843,"{0: 8, 1: 4, 2: 0, 3: 2, 4: 2}",1
353,False,"{'a': 0.01, 'e': 0.7032801219763409}",20,0,-139.53222760709892,"{0: 13, 1: 2, 2: 1, 3: 1, 4: 3}",0
354,False,"{'a': 0.01, 'e': 0.7025771933772416}",20,4,-48.189109193864944,"{0: 11, 1: 3, 2: 1, 3: 0, 4: 1}",1
355,False,"{'a': 0.01, 'e': 0.701874967355394}",25,0,-100.25542087879143,"{0: 17, 1: 1, 2: 5, 3: 1, 4: 1}",0
356,False,"{'a': 0.01, 'e': 0.7011734432085724}",20,0,-39.47550010980287,"{0: 13, 1: 3, 2: 4, 3: 0, 4: 0}",0
357,False,"{'a': 0.01, 'e': 0.7004726202352524}",30,0,-30.091331391781754,"{0: 27, 1: 0, 2: 2, 3: 0, 4: 1}",0
358,False,"{'a': 0.01, 'e': 0.699772497734611}",20,0,-25.91692238850308,"{0: 15, 1: 3, 2: 1, 3: 1, 4: 0}",0
359,False,"{'a': 0.01, 'e': 0.6990730750065257}",20,0,-10.489926403633218,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
360,False,"{'a': 0.01, 'e': 0.6983743513515736}",20,0,-57.99768682812076,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
361,False,"{'a': 0.01, 'e': 0.697676326071031}",35,0,-55.14413909356733,"{0: 26, 1: 2, 2: 6, 3: 1, 4: 0}",0
362,False,"{'a': 0.01, 'e': 0.6969789984668727}",30,15,-4.884199009654226,"{0: 12, 1: 2, 2: 1, 3: 0, 4: 0}",1
363,False,"{'a': 0.01, 'e': 0.696282367841771}",30,0,-125.10200761240557,"{0: 21, 1: 0, 2: 6, 3: 1, 4: 2}",0
364,False,"{'a': 0.01, 'e': 0.6955864334990951}",30,16,-54.43677682783891,"{0: 9, 1: 3, 2: 1, 3: 0, 4: 1}",1
365,False,"{'a': 0.01, 'e': 0.6948911947429106}",20,0,-90.77343254450315,"{0: 12, 1: 3, 2: 3, 3: 1, 4: 1}",0
366,False,"{'a': 0.01, 'e': 0.6941966508779789}",20,0,-58.50562834803096,"{0: 11, 1: 4, 2: 5, 3: 0, 4: 0}",0
367,False,"{'a': 0.01, 'e': 0.6935028012097558}",30,0,-84.51586582951839,"{0: 22, 1: 1, 2: 5, 3: 1, 4: 1}",0
368,False,"{'a': 0.01, 'e': 0.6928096450443917}",20,1,-80.42545028047138,"{0: 13, 1: 0, 2: 4, 3: 1, 4: 1}",1
